"","X.3","X.2","X.1","X","votes.funny","votes.useful","votes.cool","user_id","review_id","stars","date","text","type","business_id","foodtype","howmany","avgrev","count12","count_bef","count14","count15","location","user_avg_asian","price","avgstar","isPA","isNC","isAZ","isNV","isWI","isQC","isburg","gdpcap","like","isasian","countreturnasian","goback","returnasian","is_bef","is2014","is2015","price_bef","avgstar_bef","price14","avgstar14","price15","avgstar15","numdate","porpreturn","diffstar","shock","price2","avgstar2","rating2"
"47",91,23,1209444,1209444,0,0,0,"vBvTK-Fqfhl_DACCNaNOWA","BRJ0ZMx-6gBHLuVmg704Lg",3,"2012-08-11","The food was very good, had the Gyro & Chicken Combo and the wife and I shared an order of Greek Fries. All of the food was very good and my first time eating Greek food, will definitely go back for the food. The Baklava and Canollies were great also.

The downside was the service, or lack of. The tables were all a mess and customers were having to clear their own tables before they could sit down. Everyone was stacking the dirty dishes on a single table and it got stacked so high stuff was falling off the table. The young kid who was working the register and walking around didn't seem to care at all that people didn't have a place to sit and when people were at the register to order he would ignore them and just keep walking around not really doing anything. We had to get up and leave sooner than we wanted because there were people waiting for our table because the others had so much dirty dishes on them and ours only had the two plates.

I ordered and then three other customers came in and ordered after me. They all got their food before me and I had to go up to the counter and ask why my wife and I had not been served yet. He looked in the back and seen our food sitting there and grabbed it and walked it to our table and never said a word.","review","CckmnbRINaLB4Aaq1dAFCQ","Greek",129,3.4031007751938,0,13,5,9,"AZ",3.61538461538462,1,4,0,0,1,0,0,0,0,0.7,0,0,0,1,0,1,1,1,1.38461538461538,3.61538461538462,2,4.3,1.44444444444444,3.94444444444444,15563,0,-0.615384615384615,0,1,4.5,5
"48",93,24,588343,588343,0,0,0,"ETxZuuxoJI1frVlmjjYUqQ","UK79QJvwhBr8CHuYve4Dbw",4,"2014-04-30","This was my first time eating Ethiopian and I really enjoyed it. I got the combo which was 12.50 (a bit pricey for lunch if you asked me) but it comes with a bunch of things I can't pronounce but were very similar to chick peas, lentils collard greens and beef. It was really good but I couldn't eat it all. Their suggestion is to eat with your hands but I found it easier using a fork. I would suggest dining in so that you get the whole Ethiopian experience, I got take out but am really thinking about checking it out for dinner (prices are the same)","review","L9AlMDqwlKpVDFTcSIw4hA","Ethiopian",22,4.09090909090909,0,1,2,2,"NC",5,2,4,0,1,0,0,0,0,0,1.1,1,0,0,0,0,1,1,1,1,4,1,3.75,1,4,16190,0,-1,0,0,0,0
"49",94,24,826321,826321,0,0,0,"S3UHNa8tV83AHhX9959ruA","_C9vTkbj3Mq---QiTON9VA",3,"2015-10-27","First time eating Vietnamese food.
Tried the Pho Ga, noodle broth with chicken soup. Flavor did not appeal to me, somewhat sweet and different, not salty like a chicken broth. Served with a  plate of basil, cilantro, greens to add to the broth. Slices of chicken in the soup were dry.
Vegetarian spring rolls were tasty but heavily deep fried. Best of all was the coconut dessert with kiwi slices, light and refreshing. Service was good.  I do not plan to try this cuisine again. Had a similar experience with Thai cuisine. Just not for me.","review","tqDwpyCB53TiEIv915Tuww","Vietnamese",7,3.42857142857143,0,3,0,3,"AZ",2.66666666666667,1,4,0,0,1,0,0,0,0,0.7,0,1,1,0,1,1,0,1,1.33333333333333,3.66666666666667,0,0,1.33333333333333,4,16735,0.142857142857143,0.333333333333333,1,0,0,0
"50",95,24,1919122,1919122,3,6,7,"XpxK7cAT4R3wQjHOZccasw","em-yhcUUgH0-eiDQsI0wTg",5,"2013-06-09","Sorry for running late...but better late than never!

My first time at Zen....this place is tiny!  I don't think I have ever seen, let alone ate at a restaurant any smaller lol...makes some of these local Ramen-Ya look huge :P

The food was pretty good though!  We ordered the Pork, Chicken, Sausage, and Potato cake and all were juicy and flavorful.  It was my first time eating Japanese curry, and I have to say, it was a little bland for my taste buds...in comparison to the Thai, Indian, and other Asian curries I am more accustomed to.  However, a few sprinkles of the Extra Hot gave it a little pep, and it was much more enjoyable afterwards.

Of course we were all here to say goodbye to Tetsuro's Yelp presence, and there was plenty of good conversation to be had...I feel bad, since we didn't leave until after 130am, and I know they close at 11pm!

Good food, good times, good convo...successful UYE!","review","k0xRPqsGNCPvnUqPGMqkhA","Japanese",180,3.82777777777778,0,54,13,3,"NV",4.25925925925926,0,5,0,0,0,1,0,0,0,1.3,1,1,43,1,1,1,1,1,1.61111111111111,3.89814814814815,1.76923076923077,3.84615384615385,1.33333333333333,3.83333333333333,15865,0.238888888888889,0.74074074074074,1,0,0,0
"51",98,25,1997133,1997133,3,0,0,"M-GwaULL-sI1ockVYpRfyQ","1--E5mclMNfUuaEYT_PuaA",2,"2014-10-20","First, I had never had Japanese Curry before.  I never want to give a bad review to a new restaurant.  I want everyone to succeed and prosper.  I had never eaten curry before and did not know what to expect.  The place was clean, spacious and the person that took my order was friendly.  The large picture of dishes on the wall were about as unappetizing as I had ever seen.  The only colors were brown sauce with white rice with a few ""lumps"" under the sauce.  No Color whatsoever, but I thought it might  be an advertising mistake that the owner just had to deal with.  I ordered Curry with pork and what came out was 1/2 a plate of white rice on one side,  with the ugliest brown sauce  covering the other half and a fried pork patty (sliced into about 8 slices)  laying on top.  My dish had no vegetables to give it color and It was one of the most unappetizing dishes that has ever been served to me.  If you look at the pictures posted, you will see the plates with brown sauce and white rice that  I'm talking about.   If this was a typical dish of Japanese Curry, it is not for me.   I wish this place well and would suggest you try it for yourself as my tastes and preferences may not be the same as others.  It is hidden and only viewable from Stewart directly across the street from CiCi's Pizza.  (You  have to be going east on Stewart and turn into a small strip mall, just before you come to Nellis, to access Oh Curry)","review","o_jm_d4Gpqubfo9AMUixCg","Japanese",9,3.77777777777778,0,22,3,3,"NV",3.27272727272727,1,4.5,0,0,0,1,0,0,0,1.3,0,1,4,0,1,1,1,1,0,3.06818181818182,1.33333333333333,4.33333333333333,1.33333333333333,4.33333333333333,16363,0.444444444444444,-1.27272727272727,0,0,0,0
"52",101,26,2004330,2004330,10,16,7,"Vlon2bJdT43_1oHSrQsHTQ","OSqe7YcvOvxoC-t3uvhHPQ",3,"2014-11-08","I've seen my friends talk a lot about this place. I've never had Japanese style BBQ before, and being a big fan of grilling your own food at a restaurant, I was excited to try out this spot.

Walking into this restaurant, I really liked how they decorated this place. The dark woods, and mellow atmosphere really gave it a sexy vibe. I was digging it.

Gyu-Kaku might have the best grills I have ever seen. What makes them so great are the little vents that surrounds the grill. This makes the smoke disappear quickly, rather than engulf your clothes in meat smoke, which tends to happen at k-bbqs.

The first thing I ordered were the cheese wontons. Out of everything that I had ordered, this proved to be my least favorite. When I was thinking of a cheese wonton, I expected there to be a full pocket of cheese. That was not to be the case. Instead, there was the tiniest sliver of cheese that could be known to mankind. I should have taken a picture of that.

Then my meats came. I thought they were alright. I thought it was good, but I guess I was expecting more. Even though I came in during happy hour, I ordered like three dishes and spent quite a bit on them. Afterwards, I had to go buy a cheeseburger at a take out joint nearby because I was still pretty hungry.

The service here was not very good. The guy taking our order was very nice and accommodating, but he seemed lost at times. I constantly had to flag him down. And, he did mess up our order at the end of the night, charging us for extra things that we didn't order, but we were quickly able to fix the situation.

I don't know if I'll be back here. My experience was so-so. Maybe I'll come back here later in the future if they improve their service. But I thought the food was aight except for the cheese wontons, which were a ripoff. That's my story, and I'm sticking to it.","review","5mMk3Ted-EOyHvJ-j9BhiQ","Japanese",38,4.07894736842105,0,43,24,15,"NV",3.81395348837209,2,4,0,0,0,1,0,0,0,1.3,0,1,21,1,1,1,1,1,1.6046511627907,3.91860465116279,1.70833333333333,3.97916666666667,1.93333333333333,4.06666666666667,16382,0.552631578947368,-0.813953488372093,0,2,4.5,4
"53",103,27,832381,832381,1,2,1,"D5mlAUZMCQ8yc0PxOgGpsQ","Hi9ji_qp2h0ZuBJa2UTGag",4,"2012-03-26","I found this place on Yelp and prior to this experience I have never had Korean food. I really enjoyed the food and will definitely add it the list of my favorites. However, I do disagree with the way they take sit-down orders (explained below). 

The inside of the restaurant isn't that big and since it looked more like a bistro type of place with a big menu on the wall above the register, we walked up to the register to place our orders. When it was our time, finally, she told us if we wanted to dine in, we can go and sit down, so we did. The problem was though, that they only had one person for everything: answering the phone, taking the to-go orders and serving. So it took another 10 minutes until she came up to us, because she took a ton of other to-go orders, until she finally came to take ours. I think it would be easier if they would let you order your food at the register, pay for it, and then go sit down, or at least have a separate server.  

Anyway, we ordered the Hawaiian style tuna poke and the combination plate with 3 choices of meat. We got the spicy chicken, chicken katsu, and the bulgogi. They all came with a good portion of rice and some small portions of assorted vegetables and salads. 

The ahi tuna was very fresh, but the portion was almost bite size for $7. The 3 choices of meats we had, were all very fresh and good spiced. I really enjoyed all of them. 

Yesterday, I also found out that they have another location in North Las Vegas, closer to where we live. I'm very excited, since the food was really worth going back.","review","U2dZYCgkuS9SGgyKaCUlbQ","Korean",116,4.11206896551724,0,10,3,1,"NV",3.7,1,4,0,0,0,1,0,0,0,1.3,1,1,20,1,1,1,1,1,1.5,3.45,1.66666666666667,4,2,4,15425,0.172413793103448,0.3,1,2,3.5,3
"54",104,27,978615,978615,0,2,1,"qEOUrhX7uhB-9D7uTAKyJg","GoQUgVAWYyChsg0z1W-2IQ",4,"2010-10-26","I drove around the parking lot looking for this place, and thought maybe I was at the wrong shopping center...luckily I found it on the back side.  I'm really glad I didn't give up.

I went in for a late lunch, and it was empty, but I was greeted by the friendly proprietor and seated quickly.  I've never had Vietnamese cuisine before, so with some help from my server, I ordered the large beef combination pho and some spring rolls to start.  The spring rolls were excellent, but once I saw the bowl of noodles, I realized I probably should have skipped them.  The broth was delicious, especially after a little siracha, with plenty of noodles and beef.  I would probably skip the tripe and meatballs next time, but everything else was great.  I was full about half way through, but it tasted so good I had to finish the bowl.

Probably more like 4 1/2 stars, but that's not an option.  I'll definitely be back.","review","bQiAU9rKpdixtFuX0OoRmA","Vietnamese",1,4,0,0,0,0,"NC",3.5213447171825,2,4,0,1,0,0,0,0,0,1.1,1,1,1,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,14908,1,0.478655282817503,1,0,0,0
"55",106,28,655910,655910,0,0,0,"mbJCCaGu3BU9MuGUiG0pRA","Igw9xuFTpH09v4bvqvr_Lw",4,"2011-06-07","I've never had Ethiopian food, but this was a good experience. The restaurant doesn't look like much on the outside, but that definitely changes once you see the indoor decor. I enjoyed the authentic food that was provided here, my order was the whole fish with rice and salad. I don't know what that sauce is called but it had a nice spicy kick to it. All of the food was delicious and I'm glad I stopped by.","review","4Iqcne2F4qY8lahrPA81rA","Ethiopian",94,3.92553191489362,0,1,3,22,"NV",2,1,4,0,0,0,1,0,0,0,1.3,1,0,0,0,0,1,1,1,2,3.5,1,4,1.45454545454545,3.93181818181818,15132,0,2,1,0,0,0
"56",107,28,912386,912386,0,0,0,"LUgrUVhnqUZaPliIN-tnqw","QFg8nIhLv8jkFcmxRy73ww",3,"2012-12-07","I have never had Korean food before, so I don't have a lot to go on, but what I had was good. We got the beef and the pork, both cooked well and very flavorful. The place wasn't much to look at but that didnt bother us. I know, lamest review ever, but I wasn't blown away.","review","0RD2dEOZTK5eCzYT5ogH8w","Korean",25,4.16,0,0,0,0,"NC",3.5213447171825,2,4,0,1,0,0,0,0,0,1.1,0,1,4,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15681,0.16,-0.521344717182497,0,0,0,0
"57",111,29,2163904,2163904,0,0,0,"Ek2LUrM5deXqyehcFJ9_eQ","2TC78waeI4iu8mrQ7dDZJA",5,"2015-11-04","Im a fat white american and never had Japanese food before and I loved this place!! Great food, great service. In the middle of our meal the owner Jo Koy walked in and is the nicest man alive! They play anime on the tvs which is a great touch, my wife loved it. There are usb outlets under the tables so you can charge your phones while you eat. Super clean great restrooms. Pay this place a visit on your Vegas trip fo sho!","review","I4UxDscDKjebvsS8GdyPKw","Japanese",5,4.2,0,1,0,2,"NV",5,2,4.5,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,0,1,2,4.5,0,0,2,4.5,16743,0.2,0,0,0,0,0
"58",112,30,443419,443419,0,0,0,"rXXbSOG1yx9s-c-YpJz4YQ","az0vXqFZ1aqcyRACwWeAsw",4,"2015-01-29","I finally dragged the hubby out to try indian food with me, yipee! Their menu is quite extensive, and for us newbies that have never had indian food in our lives, we were a bit overwhelmed with the options. Our waiter was great and helpful in helping us narrow down what was spicy and what wasn't. We ordered the garlic buttered naan (yum!), chicken Maharaja tikka masala, and chicken chetinad curry. The naan was delish! The masala came with a small side of rice - although the flavor was decent, I didn't love it, it was just okay. I tried hubby's curry though (which also came with a small side of rice) and I actually liked that a lot better. The flavor of the curry was bold but not too overkill. 
That being said, I was a little disappointed that the portions seemed a bit small for the price. I guess I expected a little more than a small bowl of chicken and small side of rice for a $13.99 and $15.99 meal. However, even though their portions were disappointingly small, I think I'd still come back.","review","gkWEjZIVcrUerEzed6IKpg","Indian",1,4,0,6,0,1,"NV",4,2,4,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,0,1,1.16666666666667,3.41666666666667,0,0,2,4,16464,1,0,0,0,0,0
"59",113,30,1059188,1059188,1,1,0,"RyX1dtn2eACiehBSj7rxEw","R_sFKUnBKk1IY8foEd7FRg",1,"2014-07-16","Absolutely disgusted with this restaurant. I was looking up restaurants that had received good reviews in the area & found this one to try. I've never had Vietnamese food so I was really excited. We walked in and were promptly seated. It was really busy which we took as a really good sign. There were some big groups that had come in but the service was still on par - the waitress took our order & it wasn't very long before we got it.

I had ordered the Lat Na & my lunch companion ordered the House Pho'nomenal. The Lat Na was just some chicken, shrimp, & noodles in a sweet sauce ... Nothing flavorful. And I had ordered it at a 2 on a 1-5 scale & it came out pretty spicy. The chicken had a weird taste / smell & the shrimp wasn't much better ... It had the texture of frozen shrimp that had been overcooked. I tried a bite of the Pho & couldn't have much more than that but my companion enjoyed it.

The awful part was that the table was really sticky and there were soup spoons in a holder which I had to pick through 3 of them to find a clean one to use. Also, there were some patrons at a table just next to us who asked to move b/c there were ants all over their table. When we got to the front to pay our bill, we also saw some ants on the counter & there were 2 people who worked there standing right by them who made no effort to clean it up! Additionally, our to-go box was leaking ... Perhaps the ants had bitten through it.

We are definitely not going back!!","review","4zfrcEmGvZ4oYKx_revTxA","Vietnamese",132,3.36363636363636,0,8,17,7,"AZ",2.875,1,4.5,0,0,1,0,0,0,0,0.7,0,1,16,1,1,1,1,1,1.75,3.8125,1.70588235294118,3.79411764705882,1.42857142857143,4.28571428571429,16267,0.121212121212121,-1.875,0,1,4.5,4
"60",120,33,474481,474481,2,1,1,"0q-mOTd9VM2-rWL0GVY5lg","m7Rt0crXUCqa-Fa-uIH4Bw",3,"2013-08-09","I have never had Thai before so when my team decided to get it I said can't hurt. We ordered early and it was ready promptly. The people aimed to please and were efficient. They also stuck to our time boundaries so they didn't lose a customer!
We had pad thai, drunken noodles, chicken fried rice, sweet and sour chicken and a spicy beef salad. Now I don't like pasta/noodles but the pad Thai was great with chicken. Nice flavor but barely any chicken. The sweet and sour chicken was good but barely any chicken there as well. What we did have was a nice balance and it was nice that the chicken wasn't fried. The curry varied depending on who you asked and the drunken noodles were good just had to use fork and knife to cut a piece as one big cluster. 
What Food I had, I  liked the flavor to, just need more balance of components. I don't know if would go back though as not big on rice and noodles and most dishes had one or other. I learned Thai isn't the healthiest as felt greasy after eating it too. Oh and we all agreed, didn't feel full during but after we all did!","review","lliksv-tglfUz1T3B3vgvA","Thai",58,3.67241379310345,0,5,3,0,"NV",4,2,4,0,0,0,1,0,0,0,1.3,0,1,7,0,1,1,1,0,2.2,4,2,3.83333333333333,1.64414414414414,3.5213447171825,15926,0.120689655172414,-1,0,0,0,0
"61",121,33,973396,973396,0,2,0,"svkcc6NiBYPp2wfqRo1FQw","f2kz0mZyVsYdkM4pHvm5nA",4,"2011-03-27","I went to Cho Won garden at the back of Crown Point shopping center with the Adventurous Palates group. It was a quiet Tuesday night and primarily we were the only people there until we were leaving and a couple smaller parties started coming in. 

The restaurant has cool woodwork throughout, and a few long more private rooms where they can do tabletop BBQ.  As soon as I entered, the pungent smell of Kim Chee filed my nostrils and took me back to my childhood to my best friend's house. Her Korean parents emigrated and keep the Korean culinary traditions alive. Perhaps she was embarrassed of it and always wanted to come over to our house but I had actually never had Korean BBQ until Cho Won.

First they brought out accompaniments such as Kim Chee, steamed egg, bean sprouts, radishes, dried herring, etc. In small bowls for us to sample. Most of them were quite good and were definitely authentic.
my friend Chesley B. Doesn't like much except chicken and the only thi he could get on the menu was Chicken Yakitori, which as you know, is actually Japanese. He ordered the large version of the ""app"" and it was massive! It had enough for 2! It was very good (4/5). I debated whether or not to get the prime rib or the short ribs but I took our friendly waitress' suggestion and ordered the short ribs for $26. Not cheap right? Well they came out and were succulent, sweet, tender, perfectly seasoned and absolutely scrumptious. I'm not a huge red meat eater but I ate every damn morsel on that plate (save the piece I gave to Ches and Brant). (5/5!!!) I also made the group try soju after trying it when I was in Japan.

I would definitely go back. I don't know if my hubby will be able to hack the smell, but it is definitely worth it. The rest of my party had cheaper meals that were all good, but mine was definitely the best.","review","595LJOiLuwQZ_xk8llJpyA","Korean",107,3.66355140186916,0,4,1,2,"NC",3.75,2,3.5,0,1,0,0,0,0,0,1.1,1,1,10,0,1,1,1,1,2,4.125,1,3.5,2,3.75,15060,0.0934579439252336,0.25,1,0,0,0
"62",122,33,1121217,1121217,0,1,2,"cxTh9xxqbs-m8Paq6jAumg","B0asuw4Gtf4sj99OdAEsNQ",4,"2010-11-02","After seeing rave reviews for this place, I had to check it out. I've never had Vietnamese before but love other Asian cuisines so it was time to pop my cherry. In kind of a random location on South Blvd in the Sports and Fitness strip mall along with a Rent A Center and other small shops. If you're driving south on South Blvd, you have to make a u turn at the apartment complex right south of the restaurant and then you will be there. I wasn't sure what to go get but I heard from many that their Pho is great but after a weak lunch, I needed something with more substance and went with the Grilled Beef Bun  I absolutely loved it!! It was so light and flavorful along with all the sauces they provided table side. When it came out, the smell somewhat reminded me of pad thai because of the peanuts. I had the intention of eating half then take the rest home but was starving that I cleaned the plate--the portion was huge and worth every bite! 

I felt like we ordered and BAM the food was out in an instant so that is a huge plus in my world. Kind and attentive staff  with instrumental music (I noticed ""Unbreak My Heart"" and ""Easy Like Sunday Morning"") that was soothing and enjoyable. One of the tables near us had the make your own spring roll sampler and that looked fun with a huge platter of goodies and would love to try that next time because there will DEFINITELY  be a next time with this place (with beer in hand)","review","nPjEhnjfqbno8J2qgTjfPQ","Vietnamese",196,3.73979591836735,0,9,0,0,"NC",3.88888888888889,2,4,0,1,0,0,0,0,0,1.1,1,1,14,1,1,1,0,0,1.88888888888889,3.55555555555556,0,0,1.64414414414414,3.5213447171825,14915,0.0714285714285714,0.111111111111111,1,2,4,5
"63",124,34,625694,625694,0,0,0,"dlwI0b45ia67-Yp4oMG8Pw","xyEaFDoCCchCyt28Jn6lTg",5,"2012-02-02","Great Indian food,  great atmosphere and great service. I also appreciated the waiter being very receptive and helpful when we were picking out dishes knowing we'd never had Indian before.","review","o6sEssczGvamVbyN0_D9Sw","Indian",47,4.02127659574468,0,1,0,0,"NC",2,3,4,0,1,0,0,0,0,0,1.1,1,1,6,0,1,1,0,0,2,3.5,0,0,1.64414414414414,3.5213447171825,15372,0.127659574468085,3,1,0,0,0
"64",126,35,625711,625711,6,6,4,"lIE7MKARYRqgY1QOGqFvIQ","ocG2L8vxBgCh_vitfE580g",5,"2012-09-08","I can not remember ever having Indian food before, and was taken to Copper on a first date.  Not only was the date impressive but so was the restaurant.  

Seated in a beautiful glassed in room over looking the street, the service was wonderful, and the food even better.  There is a delicious Roasted Red Pepper soup that is FABULOUS.  It is not on the menu every day, and my date had gone the night before to ask if they could make it for us, and they did!  (You can see why both the date and restaurant impressed me, :D )

Since I have never had Indian food (that i recall) I let my date take the lead and order for us, and he did wonderful!  He ordered Chicken Tikka Masala, which is chicken breast in a creamy curry (maybe tomato/coconut as well) sauce, served over rice.  If i could have licked my plate and still looked like a lady i so would have done it!  lol  He also ordered lamb over rice which was also very tasty.  

For desert you MUST try the Kulfi.  The best way to describe Kulfi is to say it is similar to an Ice Cream type desert, but more dense.  It has a wonderful, yet different flavor, due to the addition of cardamom.  Copper offers several flavors, and we tried quit a few of them, and ALL of them were delicious.

Defiantly a 5 star experience all around, atmosphere (very romantic), wait staff did a wonderful job, food was fantastic, and their presentation is BEAUTIFUL (makes you almost a little sad to dig in and mess it up)!!  Can't wait to go back!

And as for the date, he's mine now, sorry ladies! lol.","review","o6sEssczGvamVbyN0_D9Sw","Indian",13,4.61538461538461,0,0,0,0,"NC",3.5213447171825,3,4,0,1,0,0,0,0,0,1.1,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15591,0.153846153846154,1.4786552828175,1,3,4,5
"65",127,35,826536,826536,0,0,0,"J8TnuXdax7L05-0s9GIxYw","0Q9Xk15MZq34px_Cp1IBug",4,"2010-02-14","my first time here was just the other night.  I had never had Ethiopian food before, but I had heard so many good things about Abay.  We we seated at one of the mesobs right by the door-  every time someone came in, I was paranoid that someone would knock our table over.  But our server was really sweet and helpful.

Since it was our first time, we wanted to ty a little bit of everything.  Veggie sambussa and shared a bowl of the pumpkin soup.  Both were amazing (especially the soup!). 

We got the veggie combo for 2.  The Ayib Be Gomen (collard greens with cheese) was AMAZING.  I honestly don't remember which other 3 dishes we ordered- but it was all very, very tasty!

I do want to say, though, I would not come here with someone I wasn't very close with.  My fingers were all up in that food- and I don't want someone that I don't know touching what I'm eating!  But I didn't mind sharing with my boyfriend!","review","ifVVRWX3oEe2tPAcBLPrRw","Ethiopian",3,3.66666666666667,0,3,0,0,"PA",4,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.66666666666667,3.16666666666667,0,0,1.64414414414414,3.5213447171825,14654,0,0,0,0,0,0
"66",128,35,973410,973410,0,0,0,"uL7TIJ56Eb9Rx4nkt2ej_Q","2tjSX4_CF8aktWxzUkDUOw",2,"2012-10-16","I had never had Korean prior to this visit, but am open to all types of delicious food so my 2-stars is not due to being a picky eater. I went with a group of people from work, including someone from Korea who says this is the best he can find in Charlotte (and that, while authentic, it doesn't compare to NYC's options). This place is off Independence, tucked away behind a bigger shopping mall. The inside is open and clean and I was reassured to see a good sanitation rating (99.0). 

My Korean friend ordered us a ton of different things, so I don't know what they were called, but...let's see. My favorites: the Korean BBQ, the pork BBQ, the sweet potatoes covered in honey, the bean curd soup, and the kimchi pancake. I will admit that a lot of the food was quite salty (and other Yelpers have complained about this, too). Do NOT go here if you're a vegetarian.","review","595LJOiLuwQZ_xk8llJpyA","Korean",22,3.90909090909091,0,1,0,0,"NC",4,2,3.5,0,1,0,0,0,0,0,1.1,0,1,4,0,1,1,0,0,2,3.5,0,0,1.64414414414414,3.5213447171825,15629,0.181818181818182,-2,0,0,0,0
"67",129,35,1121225,1121225,1,2,3,"whKpnugMnWTz3UjlrN71yg","F7sNxyOEBdoQUxkzsXW2Pw",5,"2011-01-24","Alright...considering I've never had Vietnamese food, I would have to say this is ad good ad it gets! Ha! Went here for some Pho (Fee, fi, Pho, fum?) Not sure if the saying and the good are related...oh wait, I do know...disregard :)

Started with spring rolls which were ultra fresh, followed by the Beef Pho, which comes out ultra hot! I mean hot like put a towel over your head and cure a cold hot! Flavors were amazing, and I look forward to going back. Very unpretentious and the service/owners are so nice!","review","nPjEhnjfqbno8J2qgTjfPQ","Vietnamese",50,3.9,0,13,0,0,"NC",3.61538461538462,2,4,0,1,0,0,0,0,0,1.1,1,1,1,0,1,1,0,0,1.92307692307692,3.73076923076923,0,0,1.64414414414414,3.5213447171825,14998,0.02,1.38461538461538,1,0,0,0
"68",130,36,475565,475565,0,0,0,"NBhZgxTR4G9DaIKhBqdunQ","pz4QTDlpqrtJJyAtbpo10w",5,"2015-08-05","This is the first meal we had off-strip this visit and it was crazy good. Confession, I've somehow never had Thai food. I have no good excuse, I've just been a little intimidated and it hasn't happened. That changed today. Everything we had was over the top delicious and perfectly prepared. Try the Pad Thai and the first item on the Northern menu. Order them both, and more, and go family style. You cannot go wrong here, just call ahead, the word is obviously out.","review","lliksv-tglfUz1T3B3vgvA","Thai",1,5,0,0,0,1,"NV",3.5213447171825,2,4,0,0,0,1,0,0,0,1.3,1,1,1,0,1,0,0,1,0,0,0,0,2,4,16652,1,1.4786552828175,1,0,0,0
"69",132,37,667785,667785,0,0,0,"Vwix9lprgK7ZYjQeLZAh3w","cA4tdIG4vkYZ7cuDJqqOwA",4,"2013-12-26","I had never eaten Indian food before but it was a great place to dip my toes into the complexity of the Indian cuisine. Both times I've gone was for their lunch buffet and I qualified for a discount on it for being UNLV student which was great. 
Attentive staff, lovely atmosphere, and delicious food!","review","qpptyM9Dfns3AW5E_lsu6Q","Indian",10,4.7,0,0,0,0,"NV",3.5213447171825,2,3.5,0,0,0,1,0,0,0,1.3,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,16065,0.2,0.478655282817503,1,0,0,0
"70",135,38,647038,647038,0,0,0,"ZkykgXSMfkc88VBBy1Y7kw","ei6mFtxbPpaOLo_JIz3_AQ",5,"2014-06-21","I never had Thai food before so I don't have anything to compare it to but the food here is awesome. The Wonton Taco's are delicious. I get the ZU noodles with beef or pork and I love it!  My husband always gets the Spicy Fried Rice but he tried the Siracha Fried Rice last night and he absolutely loved it! There is enough food to take some home for lunch the next day so it may seem a little costly but it's worth it!  Very nice wait staff and it is BYOB. They close the kitchen by 9pm (not typical for a SouthSide Restaurant) so make sure you get in before that. The new location is much larger than the old place on Carson Street and they have roll up garage doors that makes it very nice when the weather is, well...good or bad; they can have open air dining (or not).","review","jR7rDinCcHNZxl4jA0iKJQ","Thai",4,4,0,0,1,0,"PA",3.5213447171825,2,3.5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,3.5,1.64414414414414,3.5213447171825,16242,0.25,1.4786552828175,1,0,0,0
"71",136,38,1079276,1079276,1,0,0,"kvGCQB-mF37QHvmUB-TyBA","s6AG1DX-2XrRwN7pYe6ldA",4,"2011-07-17","First day back in Vegas, and my brother had to prove himself to be a true Korean at heart. In doing so, he took me here. Woo Che has converted me into a fan of Korean BBQ. 

Now, I'm not going to deny. I had never had Korean BBQ before Woo Che, but from what I ate, I love what they do. Endless amounts of meat to be grilled tableside, I love it already! The meat and seafood was delicious and fresh - Bulgogi is a true nemesis to my waistline. Oh then there's the marinated pork. My stomach and brain say no, but my hand keeps grilling.The rice mixed in with veggies and Kim Chi at least made me feel slightly better about all the protein I was about to ingest. And hey! There's always Jell-O to make you feel better as well, as Jack W. kept reminding me it's zero points on weight watchers!

Coming on a weekend day, the price is a bit extravagant. Weekdays are better suited for Woo Che as it is three or four bucks cheaper.","review","45dBeYgn3Wlqnc4W0HxDPA","Korean",70,4.08571428571429,0,0,0,0,"NV",3.5213447171825,2,3.5,0,0,0,1,0,0,0,1.3,1,1,6,1,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15172,0.0857142857142857,0.478655282817503,1,2,4.5,5
"72",142,40,814878,814878,0,1,0,"aROP9D7ev2JMQTBWit-kYg","7LJ5yYMbQa7PQvqhOzmRuQ",5,"2011-03-12","The service was GREAT! It was my first time eating Indian food so our waiter suggested some great choices. The food was great but I quickly realized I don't like Indian rice... the texture is totally different from regular rice. I thought the food would be more spicy, it was kinda mild.","review","2-T_D2lIL5Ub2G_U2crtrQ","Indian",22,3.27272727272727,0,0,0,0,"PA",3.5213447171825,2,4,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15045,0.136363636363636,1.4786552828175,1,0,0,0
